,WB_No,Year,Month,District,Ward,Village,subvillage,site.name,water.body._type,water.body.name,CorrectedWBName,Longitude..E.,Attitude..m.,water_level,season,snail_present,number_snails_collected,snail_size.1.3mm.,X.4.6mm.,X.7.9mm.,X.10.12mm.,X.13.15mm.,X.16.18mm.,X.19.21mm.,X..21mm.,infe_snail,Date.of.1st.Sheding.att., ,Date,Exp_schisto,X.1.3mm.,X.4.6mm..1,X.7.9mm..1,X.10.12mm..1,X.13.15mm..1,X.16.18mm..1,X.19.21mm..1,X..21mm..1,Total..VE
404,404,2021,January,Busega,Badugu,Manala,Igwata,Lambo la bukelebe,"Pond, Temporary",Lambo la bukelebe,Lambo la Bukelebe,033.64697˚,1235,Normal,Rainy,Bulinus,4,0,0,0,2,0,1,1,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
405,405,2021,January,Busega,Badugu,Manala,Nyabudito,Lambo la madaraka,Pond Temporary,Lambo la madaraka,Lambo la Madaraka,033.64448˚,1219,Normal,Rainy,Bulinus,2,0,0,1,1,0,0,0,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
406,406,2021,January,Busega,Badugu,Manala,Igwata,Kisima cha Ibengo,"Pond,Permanent",Kisima cha ibengo,Kisima cha Ibengo,033.64526˚,1227,Normal,Rainy,Bulinus,26,0,0,0,15,8,3,0,0,0,15-Jan-21,1/16/21,14-Jan-21,,0,0,0,0,0,0,0,0,0
407,407,2021,January,Busega,Badugu,Manala,Nyakaduku,Lambo la mwanagolola,"Pond,Temporary",Lambo la mwanagolola,Lambo la Mwanagolola,033.63912˚,1222,Normal,Rainy,Bulinus,4,0,0,1,1,2,0,0,0,0,16-Jan-21,1/16/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
408,408,2021,January,Busega,Badugu,Manala,Mwamaga,Lambo la Nyamatembe,"Pond,Temporary",Lambo la Nyamatembe,Lambo la Nyamatembe,033.64682˚,1284,Normal,Rainy,Bulinus,12,0,0,4,2,5,0,1,0,0,17-Jan-21,1/16/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
409,409,2021,January,Busega,Badugu,Manala,Igwata,kisima cha Nyunjiwa,"Pond,Temporary",kisima cha Nyunjiwa,Kisima cha Nyunjiwa,033.64692˚,1229,Normal,Rainy,Bulinus,26,0,0,18,7,1,0,0,0,0,18-Jan-21,1/16/21,17-Jan-21,,0,0,0,0,0,0,0,0,0
410,410,2021,January,Busega,Badugu,Manala,Wela,Lambo la kwa Asha kabengwe,"Pond,Temporary",Lambo la kwa Asha kabengwe,Lambo la kwa Asha Kabengwe,033.63504˚,1206,Normal,Rainy,Bulinus,23,0,0,0,5,16,2,0,0,0,19-Jan-21,1/16/21,18-Jan-21,,0,0,0,0,0,0,0,0,0
411,411,2021,January,Busega,Igalukilo,Lunala,Mwabagikulu,kwa Eliza musa,"Pond,Temporary",Kisima cha Hamisi,Kisima cha Hamisi,033°45.718',1291,Normal,Rainy,Bulinus,3,0,0,0,1,2,0,0,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
412,412,2021,January,Busega,Igalukilo,Lunala,Mwasubuya,shamba la andrea sumuni,"Stream,permanent",mto lunala,Mto Lunala,033°46.823',1269,Normal,Rainy,Bulinus and Biomphalalia,2,0,0,0,2,0,0,0,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
413,413,2021,January,Busega,Igalukilo,Lunala,Isamilo,Eneo la Lucas lugata,"Stream,temporary",Mto wa makuyuda isamilo,Mto wa Makuyuda Isamilo,033°46.398',1293,Normal,Rainy,Bulinus and Biomphalalia,126,0,0,0,12,39,68,7,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
414,414,2021,January,Busega,Igalukilo,Lunala,Mwabayanda,Shamba la Daniel Musa,"Stream,temporary",Lambo/Mto wa Makuyuda Mwabayanda,Lambo/Mto wa Makuyuda Mwabayanda,033°46.096',1284,Normal,Rainy,Bulinus and Biomphalalia,77,0,0,33,36,8,0,0,0,6,17-Jan-21,1/19/21,16-Jan-21,S.haematobium,0,0,0,5,1,0,0,0,6
415,415,2021,January,Busega,Igalukilo,Lunala,Mwabagikulu,Eneo la Mzee Zephania Telemala,"Stream,temporary",Mto wa Makuyuda Mwabagikulu,Mto wa Makuyuda Mwabagikulu,033°45.862',1283,Normal,Rainy,Bulinus and Biomphalalia,46,0,0,13,29,3,1,0,0,1,17-Jan-21,1/19/21,16-Jan-21,S.haematobium,0,0,0,0,1,0,0,0,1
416,416,2021,January,Busega,Igalukilo,Mwamagigisi,Bulingwa,Eneo la kijiji,"Dam,Temporary",Lambo la Shalyanga,Lambo la Shalyanga,033 ͦ47.724',1320,Normal,Rainy,Bulinus,31,0,0,0,13,16,2,0,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
417,417,2021,January,Busega,Igalukilo,Mwamagigisi,Mwamboji,Kwa tabu Igenge,"Pond,Temporary",Kisima cha Ng′wambiti,Kisima cha Ng'wambiti,033 ͦ47.989',1331,Normal,Rainy,Bulinus,203,0,0,0,0,21,170,12,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
418,418,2021,January,Busega,Igalukilo,Mwamagigisi,Ihayabuyaga,Kwa kapoa,"Pond,Temporary",Kisima cha Ng′wandilanha,Kisima cha Ng'wandilanha,033 ͦ48.786',1351,Normal,Rainy,Bulinus,1,0,0,0,0,1,0,0,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
419,419,2021,January,Busega,Igalukilo,Mwamagigisi,Mwamkinga,kwa solima,"Pond,Temporary",kisima cha Mwamkinga,Kisima cha Mwamkinga,033 ͦ48.856',1309,Normal,Rainy,Bulinus,12,0,0,0,5,3,3,1,0,0,14-Jan-21,1/16/21,13-Jan-21,,0,0,0,0,0,0,0,0,0
420,420,2021,January,Busega,Shigala ,Nyamatembe,Inora magembe,lambo la apolinari,"Pond,Temporary",lambo la apolinari,Lambo la Apolinari,033.63284˚,1183,Normal,Rainy,Bulinus,20,0,0,10,10,0,0,0,0,0,15-Jan-21,1/17/21,14-Jan-21,,0,0,0,0,0,0,0,0,0
421,421,2021,January,Busega,Shigala ,Nyamatembe,sakabai,kisima cha sima mayala,"Pond,Temporary",kisima cha sima mayala,Kisima cha Sima Mayala,033.63802˚,1229,Normal,Rainy,Bulinus,93,0,0,70,14,7,1,1,0,0,15-Jan-21,1/17/21,14-Jan-21,,0,0,0,0,0,0,0,0,0
422,422,2021,January,Busega,Shigala ,Nyamatembe,Nyamigamba,lambo la john ndugwa,"Pond,Temporary",lambo la john ndugwa,Lambo la John Ndugwa,033.64380˚,1193,Normal,Rainy,Bulinus,68,0,0,5,26,31,5,1,0,0,15-Jan-21,1/17/21,14-Jan-21,,0,0,0,0,0,0,0,0,0
423,423,2021,January,Busega,Shigala ,Nyamatembe,sakabai,lambo la nzagamba,"Pond,Temporary",lambo la nzagamba,Lambo la Nzagamba,033.63618˚,1185,Normal,Rainy,Bulinus,46,0,0,0,5,24,12,5,0,0,15-Jan-21,1/17/21,14-Jan-21,,0,0,0,0,0,0,0,0,0
424,424,2021,January,Busega,Nyaluhande,Mwamkala,Mwaitambuga,Laambo la kwa Mbili,"Pond,Temporary",Laambo la kwa Mbili,Lambo la kwa Mbili,033.58452˚,1162,Normal,Rainy,Bulinus,152,0,3,18,82,46,3,0,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
425,425,2021,January,Busega,Nyaluhande,Mwamkala,Mwaitambuga,Kisima cha Maswigilo,"Pond,Temporary",Kisima cha Maswigilo,Kisima cha Maswigilo,033.58449˚,1173,Normal,Rainy,Bulinus,5,0,0,1,1,3,0,0,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
426,426,2021,January,Busega,Nyaluhande,Mwamkala,Sweya,Kisima cha Ng'wansongoma,"Pond, Permanent",Kisima cha Ng'wansongoma,Kisima cha Ng'wansongoma,033.57294˚,1169,Normal,Rainy,Bulinus,12,0,0,0,5,5,2,0,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
427,427,2021,January,Busega,Nyaluhande,Mwamkala,Mwaitambuka,Kisima cha shule ya msingi mwamagulu,"Pond,Temporary",Kisima cha shule ya msingi mwamagulu,Kisima cha Shule ya Msingi Mwamagulu,033.58440˚,1163,Normal,Rainy,Bulinus,45,0,0,4,0,21,18,2,0,0,17-Jan-21,1/19/21,16-Jan-21,,0,0,0,0,0,0,0,0,0
428,428,2021,February,Kishapu,Mondo,Mwigumbi,Mwabayanda,Bwawa la mhumbu,"Dam,permanent",Bwawa la mhumbu,Bwawa la Mhumbu,033 ͦ31.270',1173,Normal,Rainy,Bulinus,42,NA,NA,NA,NA,NA,NA,NA,NA,0,24-Feb-21,,23-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,1
429,429,2021,February,Kishapu,Mondo,Mwigumbi,Bulahu,Lambo la kwa weja site 2,"Pond, temporary",Lambo la kwa weja site 2,Lambo la kwa Weja Site 2,033 ͦ31.421',1181,Normal,Rainy,Bulinus and Pila,93,NA,NA,NA,NA,NA,NA,NA,NA,0,24-Feb-21,,23-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
430,430,2021,February,Kishapu,Mondo,Mwigumbi,Bulahu,Lambo la kwa weja site 1,"Pond, temporary",Lambo la kwa weja,Lambo la kwa Weja Site 1,033 ͦ31.424',1128,Normal,Rainy,Bulinus and Pila,122,NA,NA,NA,NA,NA,NA,NA,NA,0,24-Feb-21,,23-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
431,431,2021,February,Kishapu,Songwa,Mpumbula,Ibindo,Lambo la kwa njile jifungo site 2,"Pond, temporary",Lambo la kwa njile jifungo site 2,Lambo la kwa Njile Jifungo Site 2,033 ͦ30.010',1188,Normal,Rainy,Bulinus,171,NA,NA,NA,NA,NA,NA,NA,NA,0,25-Feb-21,,24-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
432,432,2021,February,Kishapu,Songwa,Mpumbula,Ibindo,Lambo la kwa njile jifungo site 1,"Pond, temporary",Lambo la kwa njile jifungo site 1,Lambo la kwa Njile Jifungo Site 1,033 ͦ30.082',1183,Normal,Rainy,Bulinus,85,NA,NA,NA,NA,NA,NA,NA,NA,0,25-Feb-21,,24-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
433,433,2021,February,Kishapu,Songwa,Mpumbula,Itegamatu,Lambo la kwa Lucas Emmanuel,"Pond, temporary",Lambo la kwa Lucas Emmanuel,Lambo la kwa Lucas Emmanuel,033 ͦ29.999',1183,Normal,Rainy,None,0,NA,NA,NA,NA,NA,NA,NA,NA,0,24-Feb-21,,23-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
434,434,2021,February,Kishapu,Songwa,Mpumbula,Imalabupina,Lambo la madilo sahani,"Pond, temporary",Lambo la madilo sahani,Lambo la Madilo Sahani,033 ͦ29.769',1186,Normal,Rainy,Bulinus,137,NA,NA,NA,NA,NA,NA,NA,NA,0,25-Feb-21,,24-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
435,435,2021,February,Kishapu,Sekebugoro,Dulisi,Unyanyembe,Mfereji wa Rafael tinde,"Stream,temporary",Mfereji wa Rafael tinde,Mfereji wa Rafael Tinde,033 ͦ30.502',1184,Normal,Rainy,Bulinus,63,NA,NA,NA,NA,NA,NA,NA,NA,0,26-Feb-21,,25-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
436,436,2021,February,Kishapu,Sekebugoro,Dulisi,Unyanyembe,Lambo la luduka magobo,"Pond, temporary",Lambo la luduka magobo,Lambo la Luduka Magobo,033 ͦ30.471',1172,Normal,Rainy,Bulinus,49,NA,NA,NA,NA,NA,NA,NA,NA,0,26-Feb-21,,25-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
437,437,2021,February,Kishapu,Sekebugoro,Dulisi,Unyanyembe,Lambo la Rafael tinde,"Pond, temporary",Lambo la Rafael tinde,Lambo la Rafael Tinde,033 ͦ30.511',1174,Normal,Rainy,Bulinus,69,NA,NA,NA,NA,NA,NA,NA,NA,0,26-Feb-21,,25-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
438,438,2021,February,Kwimba,Nyambiti,Ibindo,Iseni,Lambo la kwa John,"Pond, temporary",Lambo la kwa John,Lambo la kwa John,033 ͦ28.148',1240,Normal,Rainy,Bulinus,34,NA,NA,NA,NA,NA,NA,NA,NA,0,19-Feb-21,,18-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
439,439,2021,February,Kwimba,Nyambiti,Ibindo,Ntambala,Lambo la kwenye ndimu,"Pond, temporary",Lambo la kwenye ndimu,Lambo la Kwenye Ndimu,033 ͦ27.414',1263,Normal,Rainy,Bulinus,89,NA,NA,NA,NA,NA,NA,NA,NA,0,19-Feb-21,,18-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
440,440,2021,February,Kwimba,Nyambiti,Ibindo,Ntambala,Kisima cha kwa kefa,"Pond, temporary",Kisima cha kwa kefa,Kisima cha kwa Kefa,033 ͦ27.353',1256,Normal,Rainy,Bulinus,177,NA,NA,NA,NA,NA,NA,NA,NA,0,19-Feb-21,,18-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
441,441,2021,February,Kwimba,Nyambiti,Ibindo,Iseni,Bwawa la Ibindo iseni,"Dam,permanent",Bwawa la Ibindo iseni,Bwawa la Ibindo Iseni,033 ͦ46.353',1204,Normal,Rainy,None,0,NA,NA,NA,NA,NA,NA,NA,NA,0,18-Feb-21,,17-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
442,442,2021,February,Kwimba,Nyambiti,Ibindo,Ntambala,Bwawa la Ibindo tallo,"Dam,permanent",Bwawa la Ibindo tallo,Bwawa la Ibindo Tallo,033 ͦ26.829',1145,Normal,Rainy,Ceratophallus,0,NA,NA,NA,NA,NA,NA,NA,NA,0,18-Feb-21,,17-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
443,443,2021,February,Kwimba,Nyambiti,Ibindo,Ntambala,kisima cha kwa manyallila,"Pond, temporary",kisima cha kwa manyallila,Kisima cha Manyallila,033 ͦ27.081',1268,Normal,Rainy,Bulinus,6,NA,NA,NA,NA,NA,NA,NA,NA,0,19-Feb-21,,18-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
444,444,2021,February,Kwimba,Maligisu,Mwabaratulu,Mwabadimi,Lambo la kwa Nyanda,"Pond, temporary",Lambo la kwa Nyanda,Lambo la kwa Nyanda,033 ͦ31.598',1230,Normal,Rainy,Bulinus and Pila,16,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
445,445,2021,February,Kwimba,Maligisu,Mwabaratulu,Igwata,Lambo la makologa,"Pond, temporary",Lambo la makologa,Lambo la Makologa,033 ͦ31.358',1237,Normal,Rainy,Bulinus and Pila,229,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,1
446,446,2021,February,Kwimba,Maligisu,Mwabaratulu,Igulya,Lambo la malulu,"Pond, temporary",Lambo la malulu,Lambo la Malulu,033 ͦ30.948',1256,Normal,Rainy,None,0,NA,NA,NA,NA,NA,NA,NA,NA,0,19-Feb-21,,18-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
447,447,2021,February,Kwimba,Maligisu,Mwabaratulu,Mwazimba,Lambo la kwa Ngeni,"Pond, temporary",Lambo la kwa Ngeni,Lambo la kwa Ngeni,033 ͦ30.602',1127,Normal,Rainy,Bulinus and Pila,46,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
448,448,2021,February,Kwimba,Maligisu,Mwabaratulu,Sagenge,Lambo la Igolola,"Pond, temporary",Lambo la Igolola,Lambo la Igolola,033 ͦ30.551',1240,Normal,Rainy,Bulinus and Pila,146,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
449,449,2021,February,Kwimba,Maligisu,Mwabaratulu,Sagenge,Lambo la Nkono gwantemi,"Pond, temporary",Lambo la Nkono gwantemi,Lambo la Nkono Gwantemi,033 ͦ30.636',1149,Normal,Rainy,"Bulinus,forskali and pila",105,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
450,450,2021,February,Kwimba,Maligisu,Mwabaratulu,Igulya,Lambo la machibula,"Pond, temporary",Lambo la machibula,Lambo la Machibula,033 ͦ31.007',1208,Normal,Rainy,Bulinus,54,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
451,451,2021,February,Kwimba,Lyoma,Kimiza,Nyangaka,Lambo/kisima cha kwa peter Mponeja,"pond, permanent",Lambo/kisima cha kwa peter Mponeja,Lambo/Kisima cha kwa Peter Mponeja,033 ͦ26.804',1253,Normal,Rainy,Bulinus and Pila,73,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
452,452,2021,February,Kwimba,Lyoma,Kimiza,Kimiza A,Lambo la kwa seni,"pond, permanent",Lambo la kwa seni,Lambo la kwa Seni,033 ͦ27.164',1246,Normal,Rainy,Bulinus,63,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
453,453,2021,February,Kwimba,Lyoma,Kimiza,Mwabayanda,Lambo la kwa mkindiko,"Pond, temporary",Lambo la kwa mkindiko,Lambo la kwa Mkindiko,033 ͦ29.438',1259,Normal,Rainy,None,0,NA,NA,NA,NA,NA,NA,NA,NA,0,20-Feb-21,,19-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
454,454,2021,February,Kwimba,Lyoma,Kimiza,kimiza B,Lambo la kwa salida,"pond, permanent",Lambo la kwa salida,Lambo la kwa Salida,033 ͦ27.253',1244,Normal,Rainy,Bulinus,18,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
455,455,2021,February,Kwimba,Lyoma,Kimiza,Mwanyahinga,Lambo la mwashi,"Pond, temporary",Lambo la mwashi,Lambo la Mwashi,033 ͦ28.104',1245,Normal,Rainy,Bulinus,29,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
456,456,2021,February,Kwimba,Lyoma,Kimiza,Mwanyahinga,Lambo la wakandarasi Kimiza A,"Pond, temporary",Lambo la wakandarasi-Kimiza A,Lambo la Wakandarasi-Kimiza A,033 ͦ27.012',1254,Normal,Rainy,Bulinus,4,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
457,457,2021,February,Kwimba,Lyoma,Kimiza,Mwanyahinga,Lambo la wakandarasi Mwanyahinga,"Pond, temporary",Lambo la wakandarasi-mwanyahinga,Lambo la Wakandarasi-Mwanyahinga,033 ͦ28.091',1244,Normal,Rainy,Bulinus,78,NA,NA,NA,NA,NA,NA,NA,NA,0,21-Feb-21,,20-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
458,458,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Mahiga,Lambo la kwa Robert Msalaba,"Pond, Permanent",Lambo la kwa Robert Msalaba,Lambo la kwa Robert Msalaba,033°21.043',1209,Normal,Normal,Bulinus,92,NA,NA,NA,NA,NA,NA,NA,NA,0,23-Feb-21,,22-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
459,459,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Mwamagangati,Lambo la maliganya Machiya,"Pond, Temporary",Lambo la maliganya Machiya,Lambo la Maliganya Machiya,033°20.300',1202,Normal,Normal,Bulinus,46,NA,NA,NA,NA,NA,NA,NA,NA,0,23-Feb-21,,22-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
460,460,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Lambo la  Maguha kwa Kasimu Mbushi,"Pond, Permanent",Lambo la  Maguha kwa Kasimu Mbushi,Lambo la Maguha kwa Kasimu Mbushi,033°21.161',1223,Normal,Normal,Bulinus,13,NA,NA,NA,NA,NA,NA,NA,NA,0,23-Feb-21,,22-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
461,461,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Lambo la Maguha kwa Nkubamange,"Pond, Permanent",Lambo la Maguha kwa Nkubamange,Lambo la Maguha kwa Nkubamange,033°21.479',1214,Normal,Normal,Bulinus,1,NA,NA,NA,NA,NA,NA,NA,NA,0,23-Feb-21,,22-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
462,462,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Chamalendi,Lambo la Chamalendi,"Pond, Permanent",Lambo la Chamalendi,Lambo la Chamalendi,033°21.171',1234,Normal,Normal,Bulinus,84,NA,NA,NA,NA,NA,NA,NA,NA,0,23-Feb-21,,22-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
463,463,2021,February,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Bwawa la Umwagiliaji,"Dam, Permanent",Bwawa la Umwagiliaji,Bwawa la Umwagiliaji,033°21.812',1208,Normal,Normal,Melenoides,0,NA,NA,NA,NA,NA,NA,NA,NA,0,22-Feb-21,,21-Feb-21,,NA,NA,NA,NA,NA,NA,NA,NA,0
